Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Fonseca Pego A.M., Franco de Oliveira S.C.W.D.S.E., Franco de Oliveira T., Leyton V., Miziara I., Yonamine M.","57203767354;57188433400;56943064000;24587055900;57209409853;6701353320;","Cocaine toxicological findings in cases of violent death in Sao Paulo city - Brazil",2018,"Journal of Forensic and Legal Medicine","60",,,"3","8",,,"10.1016/j.jflm.2018.08.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052880373&doi=10.1016%2fj.jflm.2018.08.005&partnerID=40&md5=2489b7f2ef16398ae02c673b0c9abbe2","Department of Clinical and Toxicological Analyses, School of Pharmaceutical Sciences, University of Sao Paulo, Sao Paulo, Brazil; Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil; Department of Legal Medicine, Ethics and Occupational Health, School of Medicine, University of Sao Paulo, Sao Paulo, Brazil; Technical-Scientific Police Superintendency of the State of Sao Paulo, Sao Paulo, Brazil","Fonseca Pego, A.M., Department of Clinical and Toxicological Analyses, School of Pharmaceutical Sciences, University of Sao Paulo, Sao Paulo, Brazil; Franco de Oliveira, S.C.W.D.S.E., Department of Clinical and Toxicological Analyses, School of Pharmaceutical Sciences, University of Sao Paulo, Sao Paulo, Brazil; Franco de Oliveira, T., Federal University of Health Sciences of Porto Alegre, Porto Alegre, Brazil; Leyton, V., Department of Legal Medicine, Ethics and Occupational Health, School of Medicine, University of Sao Paulo, Sao Paulo, Brazil; Miziara, I., Department of Legal Medicine, Ethics and Occupational Health, School of Medicine, University of Sao Paulo, Sao Paulo, Brazil, Technical-Scientific Police Superintendency of the State of Sao Paulo, Sao Paulo, Brazil; Yonamine, M., Department of Clinical and Toxicological Analyses, School of Pharmaceutical Sciences, University of Sao Paulo, Sao Paulo, Brazil","Blood; Cocaine; Hair; Postmortem; Violence","benzoylecgonine; cocaine; homococaine; norcocaine; oligo 1,6 glucosidase; cocaine; narcotic agent; adult; Article; autopsy; blood sampling; death; drug abuse; electrospray mass spectrometry; female; gunshot injury; hair analysis; high risk behavior; homicide; human; limit of quantitation; male; retention time; sex difference; suicide; tandem mass spectrometry; ultra performance liquid chromatography; violence; adolescent; age distribution; Brazil; chemistry; cocaine dependence; hair; liquid chromatography; middle aged; sex ratio; statistics and numerical data; violence; young adult; Adolescent; Adult; Age Distribution; Brazil; Chromatography, Liquid; Cocaine; Cocaine-Related Disorders; Female; Hair; Homicide; Humans; Male; Middle Aged; Narcotics; Sex Distribution; Spectrometry, Mass, Electrospray Ionization; Suicide; Tandem Mass Spectrometry; Violence; Young Adult",Article,"Final",,Scopus,2-s2.0-85052880373
"Albino de Carvalho M., Talhavini M., Pimentel M.F., Amigo J.M., Pasquini C., Junior S.A., Weber I.T.","57204157323;6602405849;7006799228;13408911100;35507950000;55153735000;7102280478;","NIR hyperspectral images for identification of gunshot residue from tagged ammunition",2018,"Analytical Methods","10","38",,"4711","4717",,,"10.1039/c8ay01341a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054748435&doi=10.1039%2fc8ay01341a&partnerID=40&md5=3b479b2931da1c01263cb9718a84e71e","Departamento de Química Fundamental, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil; Instituto Nacional de Criminalística, Polícia Federal, Brasília, DF  70610-200, Brazil; Departmento de Engenharia Química, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil; Department of Food Science, University of Copenhagen, Rolighedsvej 30-Frederiksberg C, Copenhagen, Denmark; Instituto de Química, Departamento de Química Analítica, Universidade Estadual de Campinas, Cidade Universitária, Campinas, SP  13083-970, Brazil; LIMA, Instituto de Química, Universidade de Química, Campus Darcy Ribeiro, Brasília, DF  70904-970, Brazil","Albino de Carvalho, M., Departamento de Química Fundamental, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil; Talhavini, M., Instituto Nacional de Criminalística, Polícia Federal, Brasília, DF  70610-200, Brazil; Pimentel, M.F., Departmento de Engenharia Química, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil; Amigo, J.M., Departamento de Química Fundamental, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil, Department of Food Science, University of Copenhagen, Rolighedsvej 30-Frederiksberg C, Copenhagen, Denmark; Pasquini, C., Instituto de Química, Departamento de Química Analítica, Universidade Estadual de Campinas, Cidade Universitária, Campinas, SP  13083-970, Brazil; Junior, S.A., Departamento de Química Fundamental, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil; Weber, I.T., Departamento de Química Fundamental, Universidade Federal de Pernambuco, Cidade Universitária, Recife, PE  50740-540, Brazil, LIMA, Instituto de Química, Universidade de Química, Campus Darcy Ribeiro, Brasília, DF  70904-970, Brazil",,"Ammunition; Forensic science; Hyperspectral imaging; Infrared devices; Luminescence; Multivariant analysis; Spectroscopy; Chemical signatures; Gunshot residue; Misclassifications; Multi variate analysis; Near-infrared hyperspectral imaging; Non destructive; Organic fractions; Point of interest; Chemical analysis",Article,"Final",,Scopus,2-s2.0-85054748435
"Filho E.V., de Sousa Filho P.C., Serra O.A., Weber I.T., Lucena M.A.M., Luz P.P.","57202219925;22952643700;7006385764;7102280478;7005609500;57196557625;","New luminescent lanthanide-based coordination compounds: Synthesis, studies of optical properties and application as marker for gunshot residues",2018,"Journal of Luminescence","202",,,"89","96",,3,"10.1016/j.jlumin.2018.05.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047460130&doi=10.1016%2fj.jlumin.2018.05.012&partnerID=40&md5=c93075743d2e3e91d62f6e460c351002","Department of Chemistry, Federal University of Espírito Santo, Vitória, ES  29075-910, Brazil; Institute of Chemistry, University of Campinas, P.O. Box 6154, Campinas, SP  13083-970, Brazil; Department of Chemistry, Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto, University of São Paulo, Ribeirão Preto, SP  14040-901, Brazil; Institute of Chemistry, University of Brasília-UNB, P.O. Box 04478, Brasília, 70910-000, Brazil","Filho, E.V., Department of Chemistry, Federal University of Espírito Santo, Vitória, ES  29075-910, Brazil; de Sousa Filho, P.C., Institute of Chemistry, University of Campinas, P.O. Box 6154, Campinas, SP  13083-970, Brazil; Serra, O.A., Department of Chemistry, Faculdade de Filosofia, Ciências e Letras de Ribeirão Preto, University of São Paulo, Ribeirão Preto, SP  14040-901, Brazil; Weber, I.T., Institute of Chemistry, University of Brasília-UNB, P.O. Box 04478, Brasília, 70910-000, Brazil; Lucena, M.A.M., Institute of Chemistry, University of Brasília-UNB, P.O. Box 04478, Brasília, 70910-000, Brazil; Luz, P.P., Department of Chemistry, Federal University of Espírito Santo, Vitória, ES  29075-910, Brazil","Coordination compound; Gunshot marker; Lanthanide; Luminescence; Rare earth; Thiabendazole","Ammunition; Chemical analysis; Coordination reactions; Infrared spectroscopy; Luminescence; Mass spectrometry; Optical properties; Photoluminescence spectroscopy; Rare earth elements; Rare earths; Chemical signatures; Chromaticity coordinates; Coordination compounds; Emission quantum efficiency; Gunshot marker; Luminescent coordination compound; Structural elucidation; Thiabendazole; Thermogravimetric analysis",Article,"Final",,Scopus,2-s2.0-85047460130
"McKenzie-Coe A., Bell S., Fernandez-Lima F.","56747984700;55423348700;21734397400;","Detection of firearm discharge residue from skin swabs using trapped ion mobility spectrometry coupled to mass spectrometry",2018,"Analytical Methods","10","35",,"4219","4224",,1,"10.1039/c8ay00658j","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053462430&doi=10.1039%2fc8ay00658j&partnerID=40&md5=7d1912a6ca1b28856f71ed008ac21ade","Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States; Department of Forensic and Investigative Sciences, West Virginia University, 1600 University Avenue, Oglebay Hall Room 208, Morgantown, WV  26506, United States; Biomolecular Science Institute, Florida International University, Miami, FL  33199, United States","McKenzie-Coe, A., Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States; Bell, S., Department of Forensic and Investigative Sciences, West Virginia University, 1600 University Avenue, Oglebay Hall Room 208, Morgantown, WV  26506, United States; Fernandez-Lima, F., Department of Chemistry and Biochemistry, Florida International University, Miami, FL  33199, United States, Biomolecular Science Institute, Florida International University, Miami, FL  33199, United States",,"Crown ethers; Ion mobility spectrometers; Ions; Mass spectrometers; Mass spectrometry; Organometallics; Pattern recognition; 2 ,4-dinitrotoluene; Analytical performance; Inorganic residues; Organic constituents; Organo-metallic complexes; Simultaneous detection; Simultaneous extractions; Small Sample Size; Trapped ions",Article,"Final",,Scopus,2-s2.0-85053462430
"Głomb P., Romaszewski M., Cholewa M., Domino K.","16039493100;42962230500;55596351400;36008228300;","Application of hyperspectral imaging and machine learning methods for the detection of gunshot residue patterns",2018,"Forensic Science International","290",,,"227","237",,1,"10.1016/j.forsciint.2018.06.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050857913&doi=10.1016%2fj.forsciint.2018.06.040&partnerID=40&md5=1f31fc47c9b3cf0644f764253a203779","Institute of Theoretical and Applied Informatics, Polish Academy of Sciences, Bałtycka 5, Gliwice, 44-100, Poland","Głomb, P., Institute of Theoretical and Applied Informatics, Polish Academy of Sciences, Bałtycka 5, Gliwice, 44-100, Poland; Romaszewski, M., Institute of Theoretical and Applied Informatics, Polish Academy of Sciences, Bałtycka 5, Gliwice, 44-100, Poland; Cholewa, M., Institute of Theoretical and Applied Informatics, Polish Academy of Sciences, Bałtycka 5, Gliwice, 44-100, Poland; Domino, K., Institute of Theoretical and Applied Informatics, Polish Academy of Sciences, Bałtycka 5, Gliwice, 44-100, Poland","Anomaly detection; Classification; Forensic investigation; Forensic scene documentation; Gunshot residues; Hyperspectral imaging","accuracy; Article; forensic science; gunshot residue analysis; image analysis; image processing; image quality; learning algorithm; machine learning; priority journal; support vector machine",Article,"Final",,Scopus,2-s2.0-85050857913
"Von Rentzell N.J.","57209506598;","The “lipstick round”: An evaluation of total synthetic jacketed bullets, a new lead-free primer, and their effects on firearms identification",2018,"AFTE Journal","50","4",,"198","211",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067985976&partnerID=40&md5=36f6dbfc548d72e1d37c08761d0c36db","Denver Police Department, Denver, CO, United States","Von Rentzell, N.J., Denver Police Department, Denver, CO, United States","9mm luger; American eagle; Bismuth; Bullet; Catalyst; Coat; Comparison; Fouling; Gunshot residue (GSR); Jacket; Lead styphnate; Lipstick round; Nyclad; Primer; Sodium rhodizonate; Syntech; Synthetic; Tetracene; Total synthetic jacket (TSJ,) trace",,Article,"Final",,Scopus,2-s2.0-85067985976
"Chávez Reyes L., Elgueta López C., Briceño Barrios A., Garrido Soto C., Ibáñez C., Jamett Díaz F.","57202831044;57202833297;57202835781;57202835472;12041149600;57202838006;","Development and application of a new nose hairs sample collection device for GSR Particles by scanning electron microscopy with energy dispersive X-ray spectroscopy (SEM-EDS)",2018,"Forensic Science International","290",,,"42","48",,1,"10.1016/j.forsciint.2018.06.029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049502507&doi=10.1016%2fj.forsciint.2018.06.029&partnerID=40&md5=ca06b3dcdb19b3b4c2e1a2d344ba548e","Laboratorio de Criminalística Regional La Serena (LACRIM), Policía de Investigaciones de Chile, Chile; Departamento de Química, Facultad de Ciencias, Universidad de La Serena, Chile; Departamento de Ingeniería Mecánica, Facultad de Ciencias, Universidad de La Serena, Chile; Departamento de Biología, Facultad de Ciencias, Universidad de La Serena, Chile","Chávez Reyes, L., Laboratorio de Criminalística Regional La Serena (LACRIM), Policía de Investigaciones de Chile, Chile; Elgueta López, C., Laboratorio de Criminalística Regional La Serena (LACRIM), Policía de Investigaciones de Chile, Chile; Briceño Barrios, A., Departamento de Química, Facultad de Ciencias, Universidad de La Serena, Chile; Garrido Soto, C., Departamento de Ingeniería Mecánica, Facultad de Ciencias, Universidad de La Serena, Chile; Ibáñez, C., Departamento de Biología, Facultad de Ciencias, Universidad de La Serena, Chile; Jamett Díaz, F., Departamento de Química, Facultad de Ciencias, Universidad de La Serena, Chile","GSR particles; Nasal Stub; Nose hairs; SEM/EDS","Article; caliber; clinical effectiveness; energy dispersive X ray spectroscopy; equipment design; firearm; forensic science; gunshot injury; hair analysis; Nasal Stub; nose; nose hair; priority journal; scanning electron microscopy; weapon; ballistics; chemistry; firearm; hair; human; scanning electron microscopy; spectroscopy; antimony; barium; lead; Antimony; Barium; Firearms; Forensic Ballistics; Hair; Humans; Lead; Microscopy, Electron, Scanning; Nose; Spectrometry, X-Ray Emission",Article,"Final",,Scopus,2-s2.0-85049502507
"Haag L.C.","16202326200;","Federal’s new syntech TM ammunition: Properties of forensic interest",2018,"AFTE Journal","50","4",,"212","220",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068015545&partnerID=40&md5=61413f21abb4c0c20ff7a1cd3e94bb04","Forensic Science Services, Inc., P.O. Box 5347, Carefree, AZ  85377, United States","Haag, L.C., Forensic Science Services, Inc., P.O. Box 5347, Carefree, AZ  85377, United States","Bismuth; Catalyst™ primers; Doppler radar; Exterior ballistics; Federal cartridge company; Firearms identification; GSR; Gunshot residue; Herter’s total nylon jacket™; Nyclad™; P-GSR; Polymer-coated bullets; Syntech™; TNJ™ TSJ™",,Article,"Final",,Scopus,2-s2.0-85068015545
"Serwy I.B., Wanderley K.A., Lucena M.A.M., Maldaner A.O., Talhavini M., Rodrigues M.O., Weber I.T.","57201520698;37100627500;7005609500;36883383800;6602405849;10144730100;7102280478;","[Ln 2 (BDC) 3 (H 2 O) 4 ] n : A low cost alternative for GSR luminescent marking",2018,"Journal of Luminescence","200",,,"24","29",,3,"10.1016/j.jlumin.2018.02.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045191649&doi=10.1016%2fj.jlumin.2018.02.039&partnerID=40&md5=05ce531736118fa03822662017184001","LIMA, Chemistry Institute,University of Brasília - UNB, P.O. Box 04478, Brasília, 70904-970, Brazil; Fundamental Chemistry Department - DQF, Federal University of Pernambuco -UFPE, Avenida Professor Luiz Freire, S/N, CidadeUniversitária, Recife, 50740-540, Brazil; National Institute of Criminalistics, Brazilian Federal Police, SAIS Quadra 07, Lote 23, Brasília, DF  70610-200, Brazil","Serwy, I.B., LIMA, Chemistry Institute,University of Brasília - UNB, P.O. Box 04478, Brasília, 70904-970, Brazil; Wanderley, K.A., LIMA, Chemistry Institute,University of Brasília - UNB, P.O. Box 04478, Brasília, 70904-970, Brazil, Fundamental Chemistry Department - DQF, Federal University of Pernambuco -UFPE, Avenida Professor Luiz Freire, S/N, CidadeUniversitária, Recife, 50740-540, Brazil; Lucena, M.A.M., LIMA, Chemistry Institute,University of Brasília - UNB, P.O. Box 04478, Brasília, 70904-970, Brazil, Fundamental Chemistry Department - DQF, Federal University of Pernambuco -UFPE, Avenida Professor Luiz Freire, S/N, CidadeUniversitária, Recife, 50740-540, Brazil; Maldaner, A.O., National Institute of Criminalistics, Brazilian Federal Police, SAIS Quadra 07, Lote 23, Brasília, DF  70610-200, Brazil; Talhavini, M., National Institute of Criminalistics, Brazilian Federal Police, SAIS Quadra 07, Lote 23, Brasília, DF  70610-200, Brazil; Rodrigues, M.O., LIMA, Chemistry Institute,University of Brasília - UNB, P.O. Box 04478, Brasília, 70904-970, Brazil; Weber, I.T., LIMA, Chemistry Institute,University of Brasília - UNB, P.O. Box 04478, Brasília, 70904-970, Brazil, Fundamental Chemistry Department - DQF, Federal University of Pernambuco -UFPE, Avenida Professor Luiz Freire, S/N, CidadeUniversitária, Recife, 50740-540, Brazil","Gunshot residue; Lanthanides; Luminescent markers; Metal-organic framework; [Ln 2 (BDC) 3 (H 2 O) 4 ] n","Cost benefit analysis; Cost reduction; Crystalline materials; Emission spectroscopy; Nondestructive examination; Organic polymers; Organometallics; Rare earth elements; Cost benefits; Gunshot residue; Lanthanide ion; Luminescent markers; Metal organic framework; Metalorganic frameworks (MOFs); Non-destructive technique; Precipitation synthesis; Luminescence",Article,"Final",,Scopus,2-s2.0-85045191649
"Burnett B.R.","35564659500;","A case of alleged discharge of a firearm within a vehicle",2018,"Forensic Science International","289",,,"e1","e8",,1,"10.1016/j.forsciint.2018.06.027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049019917&doi=10.1016%2fj.forsciint.2018.06.027&partnerID=40&md5=3d691dc31367899c1e7ea0c8a3d618bc","Meixa Tech, Cardiff-by-the-Sea, CA, United States","Burnett, B.R., Meixa Tech, Cardiff-by-the-Sea, CA, United States","Bullet wipe; Energy dispersive X-ray spectroscopy; Forensic science; Gunshot residue; Scanning electron microscopy; Vehicle interior","Article; ballistics; bullet; contamination; crime; driver; energy dispersive X ray spectroscopy; firearm; human; image analysis; motor vehicle; police; priority journal; residue analysis; scanning electron microscopy; surface area",Article,"Final",,Scopus,2-s2.0-85049019917
"Mandel M., Israelsohn Azulay O., Zidon Y., Tsach T., Cohen Y.","7103117734;25932268300;6507978407;6508141599;7403234847;","Classification Improvements in Automated Gunshot Residue (GSR) Scans",2018,"Journal of Forensic Sciences","63","4",,"1269","1274",,,"10.1111/1556-4029.13711","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037641404&doi=10.1111%2f1556-4029.13711&partnerID=40&md5=bc84c156d853e051d78a50a5a5e51daf","Department of Statistics, The Hebrew University of Jerusalem, Mount Scopus, Jerusalem, 9190501, Israel; Israel National Police Division of Identification and Forensic Science, Bar Lev Haim 1, Jerusalem, 91906, Israel","Mandel, M., Department of Statistics, The Hebrew University of Jerusalem, Mount Scopus, Jerusalem, 9190501, Israel; Israelsohn Azulay, O., Israel National Police Division of Identification and Forensic Science, Bar Lev Haim 1, Jerusalem, 91906, Israel; Zidon, Y., Israel National Police Division of Identification and Forensic Science, Bar Lev Haim 1, Jerusalem, 91906, Israel; Tsach, T., Israel National Police Division of Identification and Forensic Science, Bar Lev Haim 1, Jerusalem, 91906, Israel; Cohen, Y., Israel National Police Division of Identification and Forensic Science, Bar Lev Haim 1, Jerusalem, 91906, Israel","elemental analysis; forensic science; gunshot residue conformation; regression tree; SEM-EDX; supervised learning",,Note,"Final",,Scopus,2-s2.0-85037641404
"Heringer R.D., Ranville J.F.","57202204219;6603385198;","Gunshot residue (GSR) analysis by single particle inductively coupled plasma mass spectrometry (spICP-MS)",2018,"Forensic Science International","288",,,"e20","e25",,1,"10.1016/j.forsciint.2018.05.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047399414&doi=10.1016%2fj.forsciint.2018.05.010&partnerID=40&md5=242f1d527235e7e2a5c09947e799be06","Instituto de Criminalística, Polícia Civil do Distrito Federal, DF, Brasília, 70610-907, Brazil; Department of Chemistry, Colorado School of Mines, Golden, CO  80401, United States","Heringer, R.D., Instituto de Criminalística, Polícia Civil do Distrito Federal, DF, Brasília, 70610-907, Brazil; Ranville, J.F., Department of Chemistry, Colorado School of Mines, Golden, CO  80401, United States","Dual element mode; IGSR; Inorganic GSR; Nanoparticle; Single element mode","antimony; antimony 121; barium; barium 137; gunpowder; lead; lead 206; lead 207; nanoparticle; unclassified drug; Article; inductively coupled plasma mass spectrometry; proof of concept; quadrupole mass spectrometry",Article,"Final",,Scopus,2-s2.0-85047399414
"Doty K.C., Lednev I.K.","56086169000;7004549899;","Raman spectroscopy for forensic purposes: Recent applications for serology and gunshot residue analysis",2018,"TrAC - Trends in Analytical Chemistry","103",,,"215","222",,5,"10.1016/j.trac.2017.12.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039074890&doi=10.1016%2fj.trac.2017.12.003&partnerID=40&md5=3fd1ec03b9a28e0d31dfeb3204ec05d8","Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States","Doty, K.C., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States; Lednev, I.K., Department of Chemistry, University at Albany, State University of New York, 1400 Washington Avenue, Albany, NY, United States","Bodily fluids; Chemometrics; Forensic science; Gunshot residue; Serology; Surface-enhanced Raman spectroscopy; Trace evidence","Immunology; Raman spectroscopy; Spectrum analysis; Chemometrics; Gunshot residue; Serology; Surface enhanced Raman spectroscopy; Trace evidences; Forensic science",Review,"Final",,Scopus,2-s2.0-85039074890
